z1,z2,f1,f2,f3,f4,y1,z3,z4,z5,z6,f5,f6,f7,f8,y2,l0,l1,l2,l3,l4,l5
-0.74,0.7,0.125803571,0.944736274,-0.345086779,-1.014146731,0.082204561,-0.91,0.06,0.62,0.14,0.407282031,0.809756546,0.370452473,0.567438114,0.453740886,-1.2938427,1.6304172,-0.40388379,0.2625385,0.49296236,1.0663948
-0.26,-0.3,-0.136428235,0.118276824,0.381346927,-0.455118768,-0.562466733,0.18,0.21,0.97,-0.33,0.498805917,-0.20058507,-0.115198723,0.554835435,0.119852255,-0.2215789,-0.41703665,1.4970405,-0.6161047,-0.833479,0.52384025
0.2,0.42,0.46167392,0.437741561,-0.194626019,1.118376266,0.57945411,0.15,-0.69,-0.26,-0.71,0.361162074,1.037586295,0.887223262,-0.269975021,0.416715988,0.05326938,-0.90076506,-1.4518293,0.16259056,0.4376437,0.62195367
-0.83,-0.69,2.194071833,-0.13881299,0.466357992,-0.450879334,-0.741990348,0.57,-0.69,0.49,0.92,-0.173882657,2.337647782,-0.862635084,-2.084568813,0.771864674,-0.26335475,-0.34050032,2.9354553,0.24966824,0.5852032,-2.4744213
-0.23,0.69,0.233455939,0.771751418,-0.266586024,-1.424326897,0.2666786,-0.7,0.71,0.21,0.17,0.181509792,0.572290134,-0.106261291,0.003939165,0.621518581,-1.0536727,1.4296728,-0.94919604,0.11033073,-0.0964518,0.6792837
-0.48,0.9,0.161259695,1.092117734,-0.279097668,-2.244304658,0.329876769,-0.64,-0.38,0.33,0.36,1.043931122,1.486138588,0.59641739,0.389686605,0.693282851,-1.6945546,2.336933,-0.7670885,0.30329856,-0.09704068,0.8855023
0.9,-0.69,0.084522879,0.290428453,-0.68933745,-1.438656478,0.103058085,0.5,0.26,0.48,0.06,0.454556293,1.617122413,1.074712558,0.025826599,0.471225546,2.4596927,1.7686706,-1.5190319,-0.49979416,-0.97949404,0.2800065
-0.18,0.38,0.178834387,0.419185636,0.169977782,-0.73033231,0.049178423,-0.7,0.25,0.5,0.61,0.075798215,0.858260223,0.781364577,0.147976293,0.036774441,-0.974727,0.045510143,0.09894507,-0.17909615,-0.4462055,0.48018476
0.53,0.01,0.13992605,0.293649917,-0.031648993,1.958684908,0.507956924,-0.06,0.68,0.77,0.79,0.185713642,1.265831863,1.143263497,-0.057498106,-0.129861079,0.8896658,-1.8754547,-1.1908324,-0.054579746,0.10507834,0.95596063
-0.23,0.06,0.313096404,-0.030015944,-0.193585974,-0.280068943,-0.061849866,0.46,0.48,-0.3,-0.23,0.893223797,0.369322433,0.552577148,-0.49885708,0.845481815,-0.002421393,0.09148635,-0.13266896,-0.5241705,-0.0935865,0.08551874
-0.74,0.41,0.254118758,1.05151362,0.284682268,-0.014844981,-0.348174335,0.3,0.68,0.31,0.38,1.174163339,1.098337953,1.757550833,0.346563007,0.571768122,-1.4694586,0.09948539,1.0023226,0.5408929,0.4200635,1.0462873
0.73,-0.02,0.672846532,0.306126656,0.153065097,1.429981981,0.442911783,-0.58,0.25,-0.44,-0.54,0.04388958,0.928687462,0.034098053,0.812065999,0.688778551,0.7497703,-1.857517,-1.0528333,0.16547991,-0.0989427,0.17734697
-1,0.2,0.872972796,1.333177888,0.001161567,1.193095033,-0.741024088,-0.39,-0.1,0.19,0.3,0.324264825,1.005164929,0.344020094,-0.828304054,0.564398376,-0.793843,0.10555412,0.9654132,1.2170612,1.7056904,0.8290713
-0.89,-0.54,2.202417644,0.556887503,-0.008945718,-0.34510315,-0.383891513,0.94,-0.21,0.5,-0.2,0.908029211,1.249776643,-1.489389176,-1.568044822,1.880129573,0.094137646,0.8693931,1.9436277,0.92049456,1.3687472,-1.7987844
-0.27,-0.24,0.428915736,-0.472037208,-0.004940038,-0.468672223,-0.289226222,-0.1,-0.24,0.58,-0.99,-0.127318127,1.099605542,-1.298658799,0.063928068,0.004993447,0.13594599,-0.28655407,0.69550365,-0.91871744,-0.44696498,-0.52178293
0.37,0.73,1.225118722,0.373654154,0.111150537,0.028991377,0.559176771,-0.91,-0.16,-0.16,0.91,1.196404465,1.730251486,0.078499172,0.047473435,0.857963827,-0.88812166,-0.8557886,-1.4408207,0.38216576,0.07679172,-0.5735387
-0.32,-0.78,0.92464523,-0.554224249,0.296811939,-1.829588535,-0.098445908,-0.56,-0.74,0.02,0.74,1.628712615,1.97132155,0.596685668,-0.207727855,1.416297021,0.27100617,0.40295932,2.2254298,-0.91698307,-0.99895054,-1.6077664
-0.87,0.2,0.42189098,1.466479563,0.152655036,1.438269109,0.095348216,-0.32,-0.15,-0.33,-0.42,0.00904878,1.243588941,0.687683097,-0.323382136,0.201860121,-0.82137877,-0.26809108,1.0352733,1.1577914,1.394983,1.4824882
-0.36,-0.63,0.826197072,-0.70058497,-0.043534356,-1.843899471,-0.471838664,1,-0.22,-0.66,1,0.40323056,1.253840851,-0.630300603,-0.361698764,0.614169683,0.43865502,0.7967816,1.4605663,-1.1110493,-0.7894858,-1.5183221
-0.51,0.69,-0.252148354,0.699960848,-0.277413702,-1.666500849,0.21497327,-0.39,-0.93,-0.48,-0.37,1.739342971,1.374078557,2.196250992,-0.646573278,0.953338864,-1.293405,1.6981543,-0.50503445,-0.22096308,-0.2689423,1.1546962
-0.99,0.16,0.740590558,1.257893787,-0.110468106,1.563237681,-0.196964027,-0.95,-0.45,0.82,-0.08,2.046772682,1.295548465,-0.095260829,0.89189008,1.217251042,-0.51506937,-0.034595937,0.7527368,1.114372,1.82235,1.0196936
0.07,-0.19,-0.099309891,-0.353244318,-0.270343579,1.353176916,0.276404201,0.03,0.5,-0.38,0.7,0.174582036,0.665567964,-1.85248072,0.049618051,-0.22128999,1.0128528,-1.2746308,-0.5932546,-0.87333083,-0.016135396,0.6302879
-0.77,-0.5,1.406939112,-0.008305097,-0.022064977,-0.329268982,-0.66121858,-0.83,0.16,0.95,-0.39,0.459778109,1.100165782,-0.780053821,-0.871866885,0.699671273,0.16026175,0.3522998,1.7071034,-0.001818342,0.6501938,-1.2985384
-0.43,-0.13,0.104999784,-0.014723493,-0.017536903,0.152639504,-0.252947957,-0.45,0.61,-0.52,-0.1,0.170041731,0.643676172,-1.807639001,0.029243679,-0.198912568,-0.010642217,-0.32089415,0.69120747,-0.56837904,-0.06537182,0.3779961
0.28,0.92,1.493683416,1.104800417,0.356223029,-0.17396103,0.844926844,0.98,0.09,0.45,0.33,1.204212249,1.077842987,1.222297587,0.825591567,0.98722341,-1.5865568,-0.5471308,-1.0882624,1.2072786,0.32745013,-0.3718586
0.45,0.02,0.29263439,0.141439528,0.264079498,1.932201195,0.288910061,0.41,0.71,0.15,-0.74,1.428134038,1.438450707,0.928418124,0.163832401,0.603336426,0.42564148,-2.4187465,-0.54808015,-0.11844788,-0.07417204,0.60009855
-0.47,-0.06,0.545391494,0.216476568,-0.161567656,-0.143992704,-0.114100029,-0.9,0.59,0.39,-0.16,0.188379122,0.709523303,-0.609385109,-0.256395423,0.172084577,-0.028807981,0.30113283,0.41950995,-0.16716743,0.3096151,0.018170532
-0.34,0.49,0.019717066,0.570293348,0.070194646,-1.056326886,0.196971905,-0.1,-0.8,0.29,-0.38,0.907601135,1.234589205,-0.66268949,0.265700815,0.371872074,-1.193919,0.59471804,0.056173928,-0.14519447,-0.38192233,0.7589042
-0.51,-0.24,0.770867952,-0.148834221,-0.081841125,-0.186880684,-0.60198239,-0.66,0.95,0.41,0.35,0.449426813,1.163936026,1.239210973,-0.06676048,0.367275227,0.08985933,0.002999366,0.8619122,-0.41780725,0.20428008,-0.58576596
0.91,-0.15,0.858052965,0.614134748,0.411966305,0.286279484,0.208211798,-0.75,-0.97,0.81,-0.73,3.083034375,2.669333058,-0.483136026,3.235551907,1.94061047,0.5566413,-1.2197765,-0.51145244,0.43211052,-0.6530486,-0.12380133
-0.62,-0.33,1.132533127,-0.135679933,0.012536231,-0.456692384,-1.003267769,0.17,0.19,0.13,-0.53,0.155494226,0.835622721,-0.099427406,-0.534811719,0.790263057,-0.03940726,0.14744332,1.3440737,-0.26006892,0.29046258,-1.0873567
-0.63,-0.7,1.295839219,-0.301797003,0.316515394,-1.427620015,-0.717024141,0.01,0.59,-0.86,0.42,0.501988761,1.632809859,-1.897031505,-1.053072545,0.848566133,-0.0542249,0.3929839,2.54501,-0.44991747,-0.33859363,-1.7379131
-0.11,0.43,0.348136744,0.217326754,-0.195978201,-0.714889271,0.427767486,0.49,-0.34,-0.46,-0.69,-0.161324735,0.854113425,0.727375337,0.014762575,0.169333401,-0.5395096,0.40296656,-0.75424653,-0.29853138,-0.17354499,0.20175032
-0.62,0.75,0.084824002,0.915821126,-0.423700393,-1.79048453,-0.156841349,0.78,0.2,0.42,-0.16,0.892859043,1.266373088,0.868142065,0.126100495,0.297373341,-1.3151556,2.2225957,-0.68428135,0.13289452,0.15844828,0.9431467
-0.69,0.81,0.099154271,1.577492363,-0.32635523,-1.271306044,0.306760715,-0.51,-0.28,-0.01,0.43,0.782744171,1.426207066,0.426064169,0.107706329,0.488378248,-1.4775386,2.2293859,-0.5474943,0.83359236,0.6063324,1.550549
-0.81,0.76,0.076745484,1.405463156,-0.43238145,-0.403968903,0.174909235,0.85,-0.88,0.1,0.53,0.12705734,2.332522133,-0.293633753,0.005631542,0.182728711,-1.2090111,1.7042576,-0.618612,0.74354786,1.0111127,1.6457359
0.28,-0.1,0.108951432,-0.032380405,0.070377719,1.771934725,0.079031563,0.04,-0.98,0.19,-0.81,1.193272338,1.732462675,-1.570090811,-0.165810562,0.507471204,0.6896566,-2.0025134,-0.46249068,-0.40398324,-0.03709808,0.6688893
0.22,-0.43,0.107982844,-0.279292716,-0.329856364,0.510915022,-0.106522329,-0.48,-0.81,-0.23,0.7,1.666194606,1.237664132,0.952383536,-0.557126264,0.564040412,1.4134538,-0.47689474,-0.48771992,-0.8044202,-0.2709828,0.22835483
0.3,0.28,0.264617338,0.285828599,0.138986594,1.133490165,0.306566628,0.69,-0.8,0.55,0.45,-0.280365558,0.896496705,-1.205435942,-0.046183517,-0.064499096,-0.07055138,-1.5564041,-0.7949219,-0.0711849,-0.08683663,0.64703035
0.55,0.91,1.75127294,1.166792927,0.234567978,-0.336850795,0.557782617,-0.93,0.22,0.45,-0.32,0.893549386,1.252010233,-0.637582196,1.090916238,1.29887054,-1.239387,-0.30670953,-1.6825134,1.3705827,0.34019756,-0.650323
-0.35,0.45,-0.011782946,0.657529747,0.312590929,-1.107655178,-0.006466081,0.12,0.05,0.43,0.53,0.247478562,0.585003713,0.869558933,-0.025744216,0.378243258,-1.4536325,0.3361065,0.57905096,-0.0759652,-0.58027744,0.8007269
0.84,-0.01,0.52815363,0.752083168,-0.057694288,0.952685633,0.405687139,0.44,-0.09,0.43,0.46,-0.089247487,0.728861137,0.592460765,0.062688202,0.110938891,1.0145326,-0.86803126,-1.537666,0.4647781,-0.07023125,0.6311656
0.47,0.38,0.938532683,0.369040655,0.245242847,1.005185623,0.547387589,-0.44,0.38,0.78,0.2,0.278764734,1.021013389,0.893630665,0.738999576,0.905866444,-0.2624457,-1.688089,-0.9926913,0.3306752,0.062686294,-0.11777472
0.61,0.55,1.287846699,1.088768519,-0.177507915,0.123449079,0.738362569,0.73,-0.97,0.19,0.12,0.06408056,1.433625919,-1.024314311,0.846065354,0.167812944,-0.031143486,0.075027525,-2.0858195,1.0887058,0.49017566,-0.05149887
0.44,0.84,1.655095071,0.915513011,0.346579009,0.029093857,0.49145239,-0.52,-0.46,0.93,0.47,0.597614246,1.270500276,0.746125356,1.3192482,1.032970146,-1.297891,-0.8747834,-1.2703481,1.1225556,0.29725868,-0.6838269
-0.28,0.53,-0.107421191,0.39718421,-0.21929149,-1.394377648,0.290142628,0.68,0.55,-0.76,1,1.428829216,2.150857463,-0.211143416,-0.766337458,0.529340997,-0.90270543,1.1205015,-0.56821895,-0.4161367,-0.4435903,0.75934935
-0.43,-0.13,0.211475506,-0.125195014,-0.096433104,-0.426302397,-0.435574108,-0.84,0.82,0.26,0.16,-0.101380767,0.767862416,0.543500904,-0.187813801,-0.055885128,-0.02133947,0.13848248,0.621575,-0.68656296,-0.20341727,0.056574762
-0.15,-0.45,0.357693388,-0.505609069,0.018588026,-0.883468223,-0.333783307,-0.68,-0.12,0.43,0.62,0.958169632,0.776987652,0.916110547,0.300522897,0.516519931,0.44598556,-0.017933315,0.9061958,-1.0380641,-0.7801635,-0.5980394
-0.81,0,0.359024963,0.981560051,-0.063414993,1.120544455,-0.331098929,-0.24,-0.84,-0.05,0.49,1.007986261,1.733976765,0.731183581,0.062775123,0.637019115,-0.2636203,-0.026970524,0.86191076,0.6130153,1.1580157,1.1135907
-0.1,-0.34,0.253737023,-0.565107181,0.056781525,-0.336813033,-0.224530679,0.71,0.6,-0.42,0.71,1.665376532,0.948095872,-1.059745841,-0.98500444,1.247426907,0.37174597,-0.59449726,0.68007916,-1.0805286,-0.71135443,-0.3954855
-0.91,0.89,-0.020814451,1.750115179,-0.491990704,-0.530995906,-0.035392166,-0.71,0.77,0.1,0.91,-0.051752161,2.755414194,-0.31839479,0.159598515,-0.104279659,-1.423419,2.1635158,-0.7307736,1.01609,1.1885936,2.0398672
-0.99,0.02,0.703756039,0.572535128,0.130548508,1.563036031,-0.431111748,0.75,-0.17,-0.27,-0.61,0.260605447,1.070895124,0.637372926,-1.030101256,0.679785756,-0.6196672,-0.9144603,1.3766814,0.44283465,1.304404,0.45704406
0.86,-0.06,0.160353427,0.679286613,-0.017682057,0.610640328,0.28944019,-0.54,-0.51,0.82,-0.67,0.919685188,1.450616557,-1.047023282,0.939296959,0.482716367,1.0030702,-0.7289918,-1.3660778,0.17973052,-0.47550875,0.9159561
0.38,-0.3,0.109010427,0.024313283,-0.282946102,1.531689553,-0.090533229,-0.09,-0.91,-0.29,0.17,1.043817382,1.175563216,0.785224477,0.161873446,0.559327475,1.4753464,-1.1807489,-0.9522373,-0.3967618,0.09699784,0.6913813
0.12,0.28,0.100483192,0.247067336,-0.158294981,0.816145552,0.159177178,-0.29,0.18,-0.65,-0.1,0.227460929,-0.296023894,-0.333842539,-0.081520416,-0.344733209,0.108051814,-0.7959162,-1.0244272,-0.23265216,0.0647689,0.8048811
-0.32,0.04,-0.027601683,0.016529015,-0.039171722,-0.001562713,0.052254242,-0.76,0.82,0.15,0.14,0.12839553,0.826569626,0.233520486,-0.126272686,0.028739006,-0.17697372,-0.26998767,0.28489104,-0.6112038,-0.21964116,0.5532312
0.14,-0.74,0.312769074,-0.674097787,-0.481096555,-0.289627443,-0.320333616,0.89,0.36,-0.21,0.6,1.377000177,0.925975391,-0.113075667,0.231460845,0.925689008,1.8514103,0.19592573,-0.12756474,-1.1881435,-0.47579977,-0.5138272
0.78,0.74,2.673695188,1.48843035,0.466490838,-0.833012294,1.140904267,-0.12,-0.37,-0.81,0.86,0.010136849,2.211540791,0.718796052,1.968507124,1.07788117,-1.2022483,-0.095970586,-1.3267306,2.0735495,0.4064401,-1.6711723
0.3,-0.28,-0.009560194,-0.057268486,-0.054513238,1.706763044,0.052850654,0.38,0.29,0.13,-0.17,0.472694711,0.316672343,0.36219681,0.017342954,0.071503582,1.1269459,-1.7100911,-0.4635553,-0.5050697,-0.06578883,0.7675921
0.2,-0.13,0.022223853,0.304494771,-0.05070326,1.167078255,-0.559879724,0.15,0.66,0.08,0.44,0.514783967,0.525813833,0.383495727,0.1065019,0.06014235,0.7240375,-1.0458707,-0.43381137,-0.19405192,-0.015657615,0.92540574
-0.08,-0.59,0.151485426,-0.541766506,0.206105562,-0.852987328,-0.422910739,0,-0.05,-0.65,-0.61,-0.12353313,0.644392958,1.276503911,-0.200335339,0.393005679,0.4879936,-0.34376013,1.3393916,-1.1692028,-1.1140249,-0.4392552
-0.31,0.11,0.369467813,0.08761798,0.133169491,-0.137489154,0.233006821,0.23,0.64,0.2,0.07,0.420961084,0.532397026,1.096567204,0.192676852,0.161375618,-0.52732086,-0.42358565,0.4963571,-0.35575476,-0.17134224,0.0913836
0.4,0.4,0.823497597,0.534804162,0.069800193,0.997312445,0.401269167,0.8,-0.22,0.13,-0.96,0.726498321,1.559963283,-1.225857475,0.747608832,0.592290664,-0.1217612,-1.2433461,-1.2304939,0.42710838,0.26363483,0.18502797
0.96,0.76,3.171786973,1.667100291,0.221150243,-1.470298768,0.772433265,0.4,-0.3,0.55,0.01,0.193323831,2.199495945,-1.203360097,3.302996764,1.106085772,-0.90663904,0.811746,-1.9967982,2.411396,0.5883555,-2.2111025
-0.15,-0.9,1.112034546,-0.855752523,0.171434315,-1.244750259,-0.699731948,0.06,0.17,-0.28,0.09,-0.141881466,0.942783098,-0.158135556,-0.061006166,0.132524603,0.84034175,-0.096921675,1.8152543,-1.0618957,-0.83578026,-1.9408803
-0.22,0.95,0.716230958,0.992394437,-0.119386992,-1.353836453,0.629759566,0.29,-0.07,-0.5,0.47,0.230042053,1.202705864,-0.856985254,-0.302451375,0.472821469,-1.622285,1.2075802,-1.0715338,0.58047116,0.17829913,0.31480393
-0.14,0.41,0.147089367,0.464393188,-0.186603607,-0.569313308,0.335564905,0.21,0.95,0.9,0.3,1.614097421,1.322742645,1.294513739,1.609442284,0.586764474,-0.5076322,0.50365394,-0.67511094,-0.1450433,-0.11378926,0.6589371
-0.15,-0.43,0.459037816,-0.741670012,0.220588419,-0.391360637,-0.15559303,-0.13,0.03,0.12,-0.28,-0.46791067,0.295884727,-0.356847769,-0.755020609,-0.591303336,0.24232921,-0.89886373,1.1741061,-1.1544658,-0.8062775,-0.83102894
0.98,-0.59,0.121661408,0.536325791,-0.099693984,-1.468533691,0.280620388,0.25,-0.23,-0.95,-0.99,-0.109388957,2.483585583,-0.285662597,0.198193637,-0.093450728,1.6263907,0.966843,-0.68598706,-0.22401668,-1.402721,0.3237082
0.41,-0.41,-0.29477759,-0.356847854,-0.422182483,0.90026155,0.288181251,-0.11,-0.21,0.64,-0.77,0.024805356,1.067009825,-1.073604788,-0.053758238,-0.15729572,1.7312772,-0.772263,-1.0052426,-1.0339237,-0.42705834,0.7383615
-0.28,0.75,0.42667087,0.593768261,-0.09373511,-1.730222701,0.39924034,0.52,0.1,-0.61,0.95,0.514050894,1.570891258,-0.870095675,-0.830144928,0.480325522,-1.4669538,1.2312353,-0.60693324,0.010057406,-0.28171822,0.22596231
-0.26,-0.42,0.075408073,-0.224849768,-0.233676719,-1.081665461,-0.585960081,0.94,-0.29,0.57,0.84,0.398206916,0.892406068,-0.501263206,0.292605311,0.266645492,0.6093949,0.7962446,0.6071704,-0.9352908,-0.59846824,-0.031778954
-0.14,-0.07,-0.003887334,0.213065201,0.22731105,0.862050492,0.048688708,0.92,0.45,0.41,-0.35,1.830813733,0.39944287,1.119428576,0.72567686,0.750502588,-0.043838196,-1.2069699,0.53871334,-0.31536534,-0.16564563,0.78922087
-0.93,0.41,0.229495502,1.37350563,0.097309062,0.681383911,-0.226074733,0.64,-0.24,0.94,-0.48,0.148325722,1.519869203,-2.422259757,-0.080917833,0.698664807,-1.2506876,0.23969446,0.84816676,0.90328306,1.086005,1.5206032
0.06,0.74,0.431427972,0.775831863,-0.19640471,-0.310739622,0.377936041,0.2,-0.23,0.93,-0.13,0.371565142,0.654581385,-1.504489569,0.391719507,0.248653091,-0.7916761,0.35109684,-1.4786298,0.33440268,0.16769028,0.6734127
0.62,0.32,1.006224627,0.517955939,-0.15665838,0.89577163,0.622677626,0.5,0.23,-0.45,0.38,0.964896094,1.005714665,-0.464208264,0.304683429,1.02966896,0.4356818,-0.89114505,-1.8548101,0.4779872,0.3406299,-0.043712515
0.32,0.51,0.64883406,1.186713468,0.062818977,0.429221988,0.420677301,-0.64,-0.88,0.53,-0.29,2.205434713,1.428470938,-0.817716618,1.468099805,1.133347966,-0.42784745,-0.2996616,-1.1803583,0.91029763,0.30331343,0.80113256
-0.6,-0.65,1.475126335,-0.113948276,0.117012836,-1.498942333,-1.211710971,-0.04,0.31,-0.37,-0.87,-0.112348799,1.628551423,0.437426288,-1.050977143,0.51561802,0.13107273,0.88040215,2.073015,-0.1954074,-0.042173754,-1.7717669
0.46,0.75,1.568068346,0.733741066,0.499103116,0.1209058,0.916477624,-0.49,0.01,0.26,-0.19,0.768910629,1.177459627,-0.201071222,0.897835808,0.82402432,-1.3225036,-1.3042533,-0.91015327,0.9173958,0.05930318,-0.74893296
0.44,-0.45,-0.095215808,-0.412327583,0.108099763,0.637466685,0.202544,-0.99,-0.09,0.2,-0.48,0.970451073,0.429361613,0.137634434,0.115775594,0.436964465,1.0922492,-1.4712597,0.005257298,-1.0013483,-0.9063307,0.2948847
-0.47,-0.74,1.741895995,-0.50170415,0.133969831,-1.860193158,-0.629517844,0.93,0.44,-0.89,-0.35,1.762219596,1.338780099,1.081650148,-2.379382071,1.630203911,0.26822034,0.77998674,2.0693946,-0.4783707,-0.30942047,-2.4901652
0.25,0.95,1.510291015,0.701553774,0.329822937,0.047142417,0.525520674,0.73,0.52,-0.99,-0.67,1.569816302,2.075786825,0.66127174,-1.294763643,1.299219361,-1.5910454,-0.989662,-1.1698474,0.8535552,0.2984399,-0.64823914
0.22,-0.6,0.049533403,-0.517873919,-0.453975861,0.356481515,-0.144670315,0.03,0.69,-0.88,0.32,0.615049249,0.956717181,-1.586828282,-0.336375208,-0.106033752,1.7965233,-0.2877052,-0.46410128,-1.0897859,-0.37433094,0.07221222
0.68,-0.73,-0.386352995,-0.359414311,-0.202558623,-0.69887484,-0.281878765,-0.49,-0.25,-0.74,0.05,0.75340711,1.060661026,0.721059763,-0.559331625,0.249601113,1.8664066,0.04718472,-0.34176043,-1.2568246,-1.4774824,0.39337912
-0.73,0.25,-0.031150639,1.02815412,0.161875162,0.529751048,-0.178718867,0.39,-0.35,-0.48,-0.46,0.079795444,1.13829641,1.065959228,0.28877811,0.143350917,-0.957655,-0.05836836,0.9141431,0.42609525,0.53687876,1.4769634
-0.61,-0.36,1.158266157,0.204530933,-0.007330342,-0.643783997,-0.531039412,-0.13,0.43,0.81,0.11,-0.084476614,1.006549922,1.304721903,-0.393837958,0.659699489,0.011214178,0.5976123,1.3632733,0.055795077,0.3809775,-0.893166
-0.03,-0.73,0.567479187,-1.271357087,-0.130372328,-1.287387693,-0.450590168,0.61,0.16,0.04,-0.01,0.694176465,0.670067128,0.376413873,0.309398814,0.571842137,1.0586936,-0.04330994,0.8740389,-1.7296125,-1.126657,-1.5543529
-0.91,0.2,0.447474987,1.036440517,0.105886691,1.03267407,-0.539623711,1,0.26,0.59,0.59,1.637583516,1.354813668,2.530725002,0.46698571,1.138178179,-0.8769916,-0.22525735,1.0581697,0.7141474,1.1478865,1.0387456
-0.17,0.52,0.451150323,0.2254065,0.367819586,-1.354312299,0.03927276,-0.3,0.11,0.68,0.91,0.411483798,1.346258918,0.937581884,0.080238054,0.570679829,-1.5533468,-0.034816843,0.33081958,-0.28487736,-0.7672937,-0.14081444
0.58,0.59,1.112370151,1.1483276,0.160093607,0.05170896,0.806259287,-0.51,0.55,0.47,-0.74,-0.00139996,1.610239169,-0.859297597,0.56498892,0.616318317,-0.5480533,-0.36657834,-1.4597871,1.0666189,0.14061794,0.12947986
-0.7,-0.69,1.81496844,-0.166378826,0.005820767,-1.056808701,-0.427995793,-0.47,-0.62,-0.22,0.77,0.92070542,1.725488618,0.995307751,-1.361345392,1.611771348,0.32158652,0.75591654,1.9967544,-0.040219642,0.43837252,-2.0984886
-0.08,0.11,-0.093617535,0.22608109,0.289054478,0.623048078,0.115567614,-0.81,0.11,0.73,0.41,0.280996017,0.184898351,0.806699989,0.186650366,0.023465102,-0.38717765,-1.2230169,0.3554905,-0.36066422,-0.36899343,0.86927116
0.98,0.63,2.709367456,1.377375054,-0.130663436,-1.390233303,0.795892676,-0.21,-0.68,0.48,0.39,1.082130612,1.992642247,0.559355718,3.372821516,1.898986367,-0.22777346,1.1277541,-2.4929454,1.900246,0.5153494,-1.832703
